"Id","Name","Aka","Type","Clan","Adv","Group","Capacity","Disciplines","Card Text","Set","Title","Banned","Artist"
"200895","Macoute","","Vampire","Samedi","","4","6","obf thn FOR NEC","Independent.","LoB:U, HttB:PSam","","","James Stowe"
"200896","Madame Guil","","Vampire","Toreador","","3","10","for pot ser AUS CEL PRE","Camarilla Toreador Justicar: +1 bleed.","CE:V, KMW:PAl, BSC:X","justicar","","Rebecca Guay"
"200897","Madeleine Giovanni","","Vampire","Giovanni","","6","9","CEL DOM NEC POT PRO","Independent: After a minion in combat with Madeleine leaves the ready region, their controller burns 1 pool.","TU:C/B2","","","Jesús Ybarzábal"
"201557","Madison","","Vampire","Ventrue","","6","6","DOM FOR PRE","Camarilla.","V5:PV1, NB:PTr1","","","Ken Meyer, Jr."
"200898","Magdelena Schaefer","","Vampire","Caitiff","","2","2","THA","Camarilla: Strike cards that require Thaumaturgy [tha] cost Magdalena an additional blood.","DS:V, Tenth:A","","","Ken Meyer, Jr."
"200899","Makarios, The Seducer","","Vampire","Toreador","","2","8","dom AUS PRE SER","Camarilla: As a (D) action, Makarios can put a seduction counter on a Ventrue or Brujah controlled by your prey. That vampire may burn the seduction counter as an action. Makarios cannot be blocked by a vampire with a seduction counter. +1 bleed.","AH:V3, CE:PTo","","","Alan Rabinowitz; Ken Meyer, Jr."
"200900","Malabranca","","Vampire","Toreador antitribu","","4","9","obf AUS CEL PRE PRO","Sabbat Archbishop of Rome: If your prey has more pool than you, Malabranca may move 1 counter from your prey's pool to yours as a +1 stealth (D) action.","Third:V","archbishop","","Katie McCaskill"
"200901","Malachai","","Vampire","Gargoyle","","6","5","for pot pre VIS","Independent: Flight [FLIGHT].","HttB:U/A2","","","Ed Tadem"
"200902","Malcolm","","Vampire","Gangrel","","5","2","ani","Independent.","TU:C/A2","","","Mark Kelly"
"200903","Maldavis","","Vampire","Caitiff","","3","4","for pre AUS","Camarilla: Any ready primogen can burn 1 blood from Maldavis as a +1 stealth (D) action. Maldavis gets -1 bleed when bleeding a Methuselah who controls a ready primogen.","Anarchs:U2","","","Christopher Shy"
"200904","Maldavis","","Vampire","Caitiff","Advanced","3","4","for pre AUS","Anarch: Primogen get +1 vote in referendums called by Maldavis.
[MERGED] Baron of Chicago.","AU:C/2","","","Noora Hirvonen"
"200905","Malgorzata","","Vampire","Tremere antitribu","","4","9","pre AUS DOM THA VIC","Sabbat priscus: Malgorzata may remove a vampire in your uncontrolled region from the game to add 4 blood from the blood bank to another vampire in your uncontrolled region as a +1 stealth action.","Third:V","priscus","","Mark Poole"
"200906","Mamadou Keita","","Vampire","Osebo","","4","7","aus pot pre vic CEL","Laibon magaji: Mamadou may call a referendum to do 1 unpreventable damage to a ready minion as a +1 stealth political action.","EK:U","magaji","","Justin Norman"
"200907","Maman Boumba","","Imbued","Martyr","","4","4","inn mar","During a referendum, Maman may burn a conviction [1 CONVICTION] to get 3 votes against the referendum. You may lock Maman before range is determined in a combat between two monsters to end that combat.","NoR:U","","","Thomas Manning"
"200908","Mambo Jeanne","","Vampire","Samedi","","6","9","FOR NEC OBF THN","Independent: Minions opposing Jeanne take 2 environmental damage each round during normal strike resolution at close range. +1 bleed.","LK:3","","","Riccardo Fabiani"
"201600","Marcel","","Vampire","Follower of Set","","6","4","obf pre pro","Anarch.","V5A:PMin1","","","Peter Scholtz"
"200909","Marcel de Breau","","Vampire","Brujah antitribu","","3","9","ani pro CEL POT PRE","Sabbat Archbishop of Paris: If you have the Edge, you gain a pool when any Methuselah plays a Gehenna card. +1 bleed.","Gehenna:U, Third:PB","archbishop","","Mark Poole"
"200910","Marcellus","","Vampire","Toreador","","2","8","pro AUS CEL","Camarilla Prince of Monaco: If Marcellus is ready, political actions cost Nosferatu 1 additional blood. +1 bleed.","AH:V3, CE:PTo","prince","","Michael Astrachan"
"200911","March Halcyon","","Vampire","Pander","","2","1","for","Sabbat: If March is diablerized, no one can call a blood hunt against the diablerist.","Sabbat:V, SW:PV","","","Ken Meyer, Jr."
"200912","Marcia Felicia Licinia","","Vampire","Ravnos","","5","9","dom ANI CHI FOR THA","Independent. 2 votes (titled): Once each combat, Marcia can burn 1 blood to strike: dodge.","LotN:U, POD:DTC","2 votes","","Lawrence Snelly"
"200913","Marciana Giovanni, Investigator","","Vampire","Giovanni","","2","2","dom","Independent: Bleed actions cost Marciana 1 additional blood. During an action, you can lock her and choose a non-Sabbat vampire to allow that vampire to burn 1 blood to get +1 intercept.","FN:U2, POD:DTC","","","Christopher Shy"
"200914","Marconius","","Vampire","Kiasyd","","2","9","pot DOM MYT OBT","Sabbat Archbishop of Strasbourg: Cards requiring Mytherceria [myt] cost Marconius 1 less blood. +1 strength.{}","BL:U1","archbishop","","Christopher Shy"
"200915","Marcus Vitel","","Vampire","Ventrue","","3","10","DOM FOR OBF OBT PRE","Camarilla Prince of Washington, D.C.: Marcus can burn a retainer as a +1 stealth (D) action. While Marcus is ready and a prince, Sabbat vampires you control get +1 bleed when bleeding a Methuselah who controls a ready Camarilla vampire.","Promo-20020704, CE:V, KMW:PAn, BSC:X","prince","","Dave Leri; E.M. Gist"
"200916","Marcus Vitel","","Vampire","Lasombra","Advanced","3","10","DOM FOR OBF OBT POT PRE","Sabbat: Any Brujah can enter combat with Marcus as a (D) action.
[MERGED] While he is ready and Sabbat, Sabbat vampires you control get +1 bleed against a Methuselah who controls a ready Camarilla vampire.","Anarchs:U2, KMW:PAn, POD:DTC","","","Mike Huddleston"
"200917","Margaret Milliner","","Vampire","Giovanni","","4","5","dom for nec pot pre","Independent: While /Francis Milliner/ is ready, Margaret gets +1 bleed. Cards requiring Fortitude [for] cost her 1 additional blood.","LotN:PG2, POD:DTC","","","Ken Meyer, Jr."
"200918","Margarite","","Vampire","Pander","","4","1","obt","Sabbat: Any Tzimisce controlled by another Methuselah may enter combat with Margarite as a (D) action.","Third:V","","","Lawrence Snelly"
"200919","Marge Khan","","Vampire","Malkavian antitribu","","5","7","aus for DEM OBF POT","Sabbat. Black Hand.","SoC:V","","","Mark Poole"
"200920","Marguerite Foccart","","Vampire","Brujah","","4","6","aus pot CEL PRE","Camarilla: Marguerite gets +1 intercept vs. political actions.","TR:U","","","Leif Jones"
"200921","Marguerite Foccart","","Vampire","Brujah","Advanced","4","6","aus pot CEL PRE","Anarch: Marguerite gets +1 strength in combat with a titled vampire.
[MERGED] +1 strength.","AU:C/2","","","Mark Kelly"
"200922","Maria Stone","","Vampire","Gangrel antitribu","","3","5","cel obf pro FOR","Sabbat.","BH:U2, KMW:PAn","","","Brian LeBlanc"
"200923","Maria Stone","","Vampire","Ahrimane","Advanced","3","5","cel obf pre pro spi FOR","Advanced, Sabbat: -1 strength. Sterile.
[MERGED] Maria doesn't suffer -1 strength from her special text, and she has superior Spiritus [SPI].","LoB:U","","","Josh Timbrook"
"200924","Mariana Gilbert","","Vampire","Toreador","","1","4","cel PRE","Camarilla.","Promo-19960101","","","Alan Rabinowitz"
"200925","Marianna","","Vampire","Giovanni","","2","8","aus nec DOM POT THA","Independent: While Marianna is ready, any other Methuselah controlling a ready Giovanni burns 1 pool during their unlock phase. She gets +1 strength in combat with a Giovanni.","FN:U2, POD:DTC","","","Christopher Shy"
"200926","Mariano Pomposo","","Vampire","Brujah antitribu","","3","4","aus cel pot","Sabbat. Black Hand.","BH:U2","","","David Day"
"200927","Marie Faucigny","","Vampire","Malkavian antitribu","","3","7","dem tha AUS OBF","Sabbat Archbishop of Geneva: Once each combat, Marie can burn 1 blood to dodge as a strike. Non-weapon equipment cards cost her 1 less blood or pool to equip.","Gehenna:U","archbishop","","Thomas Denmark"
"200928","Marie-Pierre","","Vampire","Samedi","","6","4","for nec THN","Independent: Marie-Pierre can lock after a combat involving another Samedi you control to enter combat with the opposing minion. She cannot block older vampires.","LK:2","","","Jarkko Suvela"
"200929","Mariel, Lady Thunder","","Vampire","Malkavian","","1","7","aus tha DOM OBF","Camarilla: Before range is chosen in a combat that does not involve Mariel, she may lock to end that combat and inflict 1 unpreventable damage on each combatant and any retainers they have after combat ends.","Jyhad:V, VTES:V, Tenth:B","","","Anson Maddocks"
"200930","Mariel St. John","","Vampire","Ventrue antitribu","","4","6","dom pro AUS FOR","Sabbat.","Third:V, HttB:PSal","","","Becky Jollensten"
"200931","Marino Reymundo Vásquez","","Vampire","Tremere antitribu","","3","9","ani AUS DOM NEC THA","Sabbat Archbishop of Barcelona: +1 bleed.","BH:U2","archbishop","","Peter Bergting"
"200932","Mario Giovanni","","Vampire","Giovanni","","2","3","nec pot","Independent.","AH:V3, FN:PG, POD:DTC","","","Alan Rabinowitz"
"200933","Marion French","","Vampire","Ravnos","","4","3","ani chi","Independent.","KMW:U, POD:DTC","","","Monte Moore"
"200934","Marion ""Teacher193"" Perks","","Imbued","Redeemer","","4","4","red jud","Marion gets an optional press each combat.","NoR:U","","","Thomas Manning"
"200935","Maris Streck","","Vampire","Malkavian","","3","9","ani dem dom AUS OBF","Camarilla Malkavian Justicar: Maris can burn a blood to give a blocking minion +1 intercept. She can take a +1 stealth action to allow you to look at and rearrange the top 5 cards of your library.","CE:V, BSC:X","justicar","","Christopher Shy"
"200936","Mark","","Vampire","Blood Brother","","2","6","for obf pot SAN","Sabbat bishop. Torrance Circle: Mark gets +1 intercept when attempting to block a bleed action. Sterile.","BL:U1","bishop","","Lawrence Snelly"
"200937","Mark Decker","","Vampire","Gangrel","","3","8","ani for obf pot CEL PRO","Camarilla Prince of Milwaukee: Mark gets an additional +1 strength in combat with a werewolf. +1 strength.","TU:C/B2, 25th:2","prince","","Ginés Quiñonero"
"200938","Marla Kenyon","","Vampire","Follower of Set","","4","4","ser PRE","Independent.","LotN:PS2, POD:DTC","","","James Stowe"
"200939","Marlena","","Vampire","Brujah","","3","5","cel pre POT","Camarilla: Marlena does not lock when performing a recruit ally action. She can perform only 1 recruit ally action each turn.","CE:V, BSC:X","","","Steve Prescott"
"200940","Marlene, The Infernalist","","Vampire","Ventrue antitribu","","2","6","dem for tha AUS DOM","Sabbat.","Sabbat:V, SW:PV","","","Lawrence Snelly"
"200941","Marta","","Vampire","Malkavian antitribu","","4","3","aus dem","Sabbat: When Marta diablerizes an older vampire, she gains a blood (after receiving a master: Discipline card, if any).","Third:V","","","Becky Jollensten"
"200942","Marthe Dizier","","Vampire","Toreador antitribu","","3","10","pro AUS CEL OBF PRE","Sabbat. Black Hand: When a combat involving Marthe ends, she can burn a blood to move a card she played during that combat from your ash heap to your hand. +1 bleed.","Gehenna:U","","","Peter Bergting"
"200943","Martin Franckel","","Vampire","Tremere","","3","3","tha AUS","Camarilla: Martin gets -1 bleed when bleeding a Methuselah who controls neither a ready Tremere nor a ready Tremere antitribu.","Anarchs:U2","","","Lawrence Snelly"
"201601","Martina Srnankova","","Vampire","Gangrel","","6","6","ani FOR PRO","Anarch: Martina gets +1 intercept during bleed actions.","V5A:PG2","","","Mark Kelly"
"200944","Martino della Passaglia","","Vampire","Giovanni","","6","7","obf DOM NEC POT","Independent: Equipment costs Martino 1 fewer blood or pool to equip.","TU:C/B2","","","Mark Kelly"
"200945","Marty Lechtansi","","Vampire","Nosferatu","","1","9","ani for DOM OBF POT","Camarilla primogen: Once each combat, Marty may burn 1 blood to get one press.","Jyhad:V, VTES:V, Tenth:B","primogen","","Quinton Hoover"
"200946","Mary Anne Blaire","","Vampire","Ventrue","","5","10","ani pot AUS DOM FOR PRE","Camarilla Ventrue Justicar: Mary Anne can add 2 blood to a vampire in your uncontrolled region as a +1 stealth action. {While she is ready,} Inner Circle members get -2 bleed{}.","KoT:V/B2","justicar","","Matt Smith"
"200947","Mary Johnson","","Vampire","Pander","","4","2","for pre","Sabbat: Any older vampire with Presence [pre] can steal Mary for his or her controller as a (D) action.","Third:V","","","Jim Pavelec"
"200948","Mary the Black","","Vampire","Baali","","2","7","cel obf pot DAI PRE","Independent: Once each round, Mary may burn a blood to make the damage from her hand strikes aggravated for the current round. Infernal.","BL:U2","","","Christopher Shy"
"200949","Masdela","","Vampire","Toreador","","5","5","aus cel pre POT","Camarilla.","KoT:V/B1","","","Mike Gaydos"
"200950","Masika","","Vampire","Toreador","","1","10","AUS CEL PRE","Camarilla primogen: During any Methuselah's discard phase, Masika may unlock. +1 bleed.","Jyhad:V, VTES:V, Tenth:A","primogen","","Mark Poole"
"200951","Masika","","Vampire","Toreador","Advanced","1","10","AUS CEL PRE","Camarilla primogen: Once each action, Masika can discard a political action card{} to give a minion you control +1 intercept.
[MERGED] Prince of Lisbon.","Promo-20150221, Anthology:1","primogen","","Ginés Quiñonero"
"200952","Masika St. John","","Vampire","Tremere","","3","3","THA","Camarilla.","CE:V, BSC:X","","","Christopher Shy"
"200953","Maskini","","Vampire","Guruhi","","4","7","abo ANI POT PRE SER","Laibon: If Maskini attempts an unsuccessful action, or attempts to block but is not successful, he burns 1 blood at the end of that action.","LoB:U","","","Leif Jones"
"201630","Mason Ha","","Vampire","Tremere","","6","5","aus dom cel THA","Camarilla.","NB:PTr1","","","Gábor Németh"
"200954","Massassi","","Vampire","Osebo","","4","9","obf AUS CEL POT QUI","Laibon: Massassi can enter combat with a ready vampire as a (D) action. If that action is successful, she gets an optional maneuver in the first round of the resulting combat.","LoB:U","","","Abrar Ajmal"
"201602","Massimiliano","","Vampire","Gangrel","","6","7","pro ANI FOR","Anarch Baron of Belo Horizonte: +1 strength.","V5A:PG2","baron","","Ken Meyer, Jr."
"201558","Massimo Falconi","","Vampire","Toreador","","6","4","aus cel pre","Camarilla.","V5:PTo1","","","Riccardo Fabiani"
"200955","Mata Hari","","Vampire","Ravnos","","4","7","aus for qui CHI OBF","Independent. 2 votes (titled): You and Mata Hari can play cards requiring a sect and/or clan as if she were of that required sect and/or clan. Red List.","KMW:U/PAn, POD:DTC","2 votes","","Steve Prescott"
"200956","Matasuntha","","Vampire","Gangrel","","5","10","ANI AUS CEL FOR PRO","Independent: After a minion in combat with Matasuntha leaves the ready region, you can gain 1 pool. +2 strength.","TU:C/B2, Anthology:1","","","Noora Hirvonen"
"200957","Matata","","Vampire","Akunanse","","3","9","aus cel obf ABO ANI FOR","Laibon: Matata gets an optional press each combat. +1 strength.","LoB:U","","","Leif Jones"
"201631","Mateo García","","Vampire","Toreador","","6","2","pre","Camarilla.","NB:PTo1","","","Ken Kokoszka"
"200958","Mateusz Gryzbowsky","","Vampire","Nosferatu antitribu","","3","8","ANI OBF POT","Sabbat: At long range, Mateusz's strikes inflict 1 less damage. +2 strength.","BH:U2","","","Mark Nelson"
"200959","Mateusz Kazimirski, Biker of Blood","","Vampire","Assamite","","6","4","qui CEL","Sabbat: If Mateusz is Sabbat and not Black Hand, he can become Black Hand as a +1 stealth action that costs 1 blood.","TU:C/A2","","","Riccardo Fabiani"
"200960","Matteus, Flesh Sculptor","","Vampire","Toreador antitribu","","2","10","AUS CEL PRE VIC","Sabbat priscus: Matteus may burn 1 additional blood to play an action card that requires an archbishop or cardinal. He may burn 1 blood to get +1 intercept against an archbishop, cardinal or regent attempting a political action.","Sabbat:V, BH:PTo","priscus","","Mark Tedin"
"200961","Matthew","","Vampire","Salubri","","6","7","cel AUS FOR OBE","Independent: If Matthew is ready during your master phase, he can reduce the cost of a master card you play by 1 pool. Scarce.","HttB:U/B2","","","Jami Waggoner"
